Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Purchased
237,50.0,unknown,50000.0,10.0,Ahmedabad,Yes
238,35.0,Male,50000.0,30.0,unknown,No
240,30.0,Female,20000.0,30.0,Delhi,unknown
241,30.0,Female,50000.0,20.0,Delhi,unknown
242,30.0,Male,50000.0,20.0,unknown,No
243,35.0,unknown,50000.0,30.0,Mumbai,Yes
245,45.0,Male,70000.0,50.0,unknown,Yes
246,35.0,unknown,30000.0,40.0,Delhi,No
247,18.0,unknown,50000.0,40.0,Delhi,unknown
250,18.0,Male,50000.0,40.0,unknown,No
251,35.0,Male,70000.0,50.0,unknown,unknown
252,35.0,Male,70000.0,40.0,Delhi,unknown
255,35.0,Male,50000.0,30.0,unknown,No
257,35.0,unknown,30000.0,30.0,unknown,No
260,25.0,unknown,50000.0,30.0,Ahmedabad,unknown
261,25.0,Female,50000.0,30.0,unknown,unknown
262,25.0,Female,50000.0,20.0,unknown,Yes
264,30.0,unknown,70000.0,20.0,Pune,Yes
265,35.0,Male,50000.0,20.0,Ahmedabad,unknown
266,35.0,Male,70000.0,30.0,Ahmedabad,No
267,18.0,Female,30000.0,20.0,unknown,Yes
268,35.0,Female,30000.0,50.0,unknown,unknown
269,18.0,Male,20000.0,40.0,Ahmedabad,No
270,40.0,unknown,50000.0,10.0,unknown,No
271,35.0,Male,70000.0,30.0,Pune,Yes
272,35.0,Female,50000.0,50.0,Mumbai,No
273,35.0,unknown,30000.0,10.0,Pune,unknown
277,18.0,Male,70000.0,50.0,unknown,Yes
278,30.0,Male,50000.0,50.0,unknown,No
279,45.0,Female,50000.0,30.0,unknown,No
283,45.0,Male,30000.0,30.0,unknown,unknown
284,30.0,Female,50000.0,40.0,Pune,Yes
285,45.0,Female,70000.0,30.0,unknown,Yes
286,35.0,Male,50000.0,30.0,Pune,No
287,25.0,Female,70000.0,30.0,unknown,Yes
288,40.0,unknown,30000.0,30.0,Ahmedabad,unknown
290,18.0,Female,70000.0,30.0,Pune,No
291,40.0,Male,20000.0,40.0,Ahmedabad,No
292,30.0,unknown,30000.0,40.0,Delhi,No
294,30.0,Male,50000.0,50.0,unknown,No
296,18.0,Male,20000.0,50.0,Delhi,Yes
297,40.0,Male,30000.0,30.0,Mumbai,Yes
298,45.0,Male,50000.0,40.0,unknown,No
299,30.0,unknown,20000.0,30.0,Pune,unknown
301,40.0,Female,20000.0,10.0,Mumbai,No
302,35.0,Male,30000.0,50.0,unknown,Yes
303,18.0,Male,50000.0,30.0,Ahmedabad,Yes
304,40.0,Male,20000.0,30.0,Pune,Yes
305,30.0,Male,20000.0,10.0,Delhi,unknown
308,40.0,Male,50000.0,30.0,Delhi,unknown
310,18.0,Male,70000.0,20.0,Delhi,No
311,30.0,Male,30000.0,50.0,Pune,No
312,25.0,Male,30000.0,30.0,Pune,Yes
313,35.0,Male,50000.0,10.0,Pune,No
314,35.0,Female,50000.0,10.0,unknown,unknown
315,45.0,Female,30000.0,40.0,unknown,unknown
316,35.0,Female,50000.0,20.0,Mumbai,unknown
319,35.0,Male,30000.0,30.0,Delhi,No
320,25.0,unknown,50000.0,40.0,Ahmedabad,Yes
321,45.0,Male,30000.0,30.0,unknown,unknown
322,50.0,Male,70000.0,10.0,unknown,No
323,25.0,Male,20000.0,10.0,unknown,Yes
325,25.0,Female,30000.0,50.0,unknown,unknown
327,18.0,Female,50000.0,30.0,Mumbai,unknown
328,35.0,Male,20000.0,30.0,Delhi,No
330,35.0,Female,30000.0,40.0,Delhi,No
332,50.0,Male,50000.0,30.0,Mumbai,No
333,35.0,Male,30000.0,50.0,unknown,Yes
335,35.0,Male,50000.0,50.0,Mumbai,No
336,30.0,Male,50000.0,40.0,Delhi,Yes
337,25.0,unknown,20000.0,20.0,Ahmedabad,Yes
339,35.0,Male,50000.0,40.0,Pune,unknown
340,35.0,Male,30000.0,30.0,Delhi,No
342,35.0,Female,50000.0,10.0,Pune,unknown
343,35.0,Female,20000.0,30.0,Pune,No
344,35.0,Male,50000.0,30.0,Delhi,Yes
346,35.0,Male,50000.0,10.0,Delhi,No
347,30.0,Male,20000.0,30.0,Ahmedabad,Yes
348,50.0,Female,30000.0,40.0,Pune,Yes
349,25.0,unknown,50000.0,40.0,Delhi,No
350,25.0,unknown,70000.0,40.0,Mumbai,No
352,45.0,Female,30000.0,30.0,unknown,Yes
354,35.0,Female,30000.0,40.0,Ahmedabad,Yes
357,35.0,unknown,50000.0,30.0,Mumbai,No
358,35.0,Male,20000.0,50.0,unknown,unknown
359,45.0,Male,50000.0,50.0,Mumbai,Yes
360,18.0,Male,50000.0,20.0,unknown,Yes
361,35.0,unknown,70000.0,30.0,unknown,No
362,35.0,Male,50000.0,50.0,Ahmedabad,No
363,45.0,Female,30000.0,10.0,Pune,Yes
364,45.0,Male,50000.0,50.0,Ahmedabad,No
365,40.0,Female,50000.0,20.0,Delhi,Yes
366,18.0,Female,50000.0,30.0,Mumbai,Yes
367,35.0,unknown,50000.0,20.0,unknown,No
368,40.0,Male,70000.0,30.0,unknown,unknown
371,35.0,Male,50000.0,30.0,unknown,unknown
373,35.0,Female,30000.0,50.0,Delhi,No
376,35.0,unknown,50000.0,40.0,Delhi,Yes
377,35.0,Female,20000.0,30.0,Ahmedabad,Yes
378,25.0,unknown,30000.0,10.0,Delhi,unknown
379,35.0,Female,70000.0,30.0,unknown,Yes
380,30.0,Male,70000.0,30.0,unknown,Yes
381,18.0,Male,50000.0,30.0,Mumbai,unknown
382,35.0,Male,50000.0,10.0,Mumbai,Yes
383,30.0,Female,70000.0,10.0,Ahmedabad,unknown
384,35.0,Male,50000.0,40.0,Pune,Yes
385,50.0,Female,20000.0,10.0,unknown,No
388,35.0,Male,50000.0,30.0,Delhi,Yes
389,40.0,Male,50000.0,30.0,unknown,unknown
390,50.0,Female,30000.0,40.0,Delhi,unknown
391,35.0,Female,20000.0,40.0,unknown,unknown
392,40.0,unknown,30000.0,10.0,unknown,No
393,18.0,Female,30000.0,20.0,Pune,Yes
394,35.0,Male,50000.0,20.0,unknown,unknown
395,35.0,Female,20000.0,40.0,Mumbai,No
396,18.0,Male,20000.0,10.0,Pune,unknown
397,25.0,Female,20000.0,20.0,Ahmedabad,No
398,45.0,Male,20000.0,10.0,Mumbai,No
399,35.0,Male,20000.0,10.0,Mumbai,No
400,35.0,unknown,50000.0,10.0,Ahmedabad,No
401,40.0,Female,50000.0,50.0,unknown,Yes
402,18.0,Female,30000.0,30.0,Mumbai,Yes
403,50.0,Female,20000.0,10.0,Pune,Yes
404,40.0,Male,50000.0,50.0,unknown,No
405,45.0,Male,50000.0,40.0,Mumbai,Yes
406,50.0,Male,30000.0,20.0,Pune,No
407,30.0,unknown,50000.0,30.0,Delhi,No
409,30.0,Male,70000.0,20.0,unknown,Yes
410,40.0,Male,50000.0,30.0,Pune,No
413,40.0,Male,30000.0,30.0,unknown,unknown
414,18.0,unknown,70000.0,20.0,Delhi,No
415,35.0,unknown,50000.0,20.0,Ahmedabad,No
417,35.0,unknown,70000.0,20.0,Pune,Yes
418,35.0,Male,50000.0,20.0,unknown,No
420,50.0,unknown,20000.0,40.0,Ahmedabad,No
421,35.0,unknown,50000.0,10.0,unknown,Yes
422,18.0,Male,20000.0,30.0,unknown,unknown
423,40.0,Male,30000.0,50.0,Delhi,No
424,50.0,Male,20000.0,30.0,Pune,Yes
425,35.0,Male,20000.0,30.0,Delhi,unknown
426,35.0,Female,70000.0,30.0,unknown,No
428,40.0,Female,50000.0,30.0,Ahmedabad,No
429,35.0,Female,50000.0,10.0,Delhi,No
434,30.0,unknown,20000.0,40.0,Delhi,No
435,35.0,Male,30000.0,20.0,Pune,No
436,18.0,unknown,20000.0,40.0,unknown,Yes
437,35.0,unknown,70000.0,30.0,unknown,Yes
438,40.0,Male,50000.0,40.0,unknown,No
439,35.0,unknown,30000.0,30.0,Mumbai,Yes
441,50.0,Female,50000.0,30.0,unknown,unknown
444,35.0,Male,20000.0,30.0,Pune,No
445,35.0,Male,30000.0,40.0,Mumbai,Yes
446,25.0,Female,50000.0,40.0,Pune,unknown
448,18.0,unknown,30000.0,20.0,Ahmedabad,unknown
450,30.0,unknown,50000.0,20.0,unknown,unknown
452,30.0,Male,50000.0,30.0,Ahmedabad,No
454,18.0,Male,50000.0,10.0,unknown,Yes
455,35.0,Female,50000.0,40.0,Pune,Yes
456,35.0,Male,30000.0,20.0,Pune,Yes
458,30.0,Male,70000.0,30.0,Mumbai,unknown
459,25.0,Female,50000.0,20.0,unknown,No
460,30.0,unknown,30000.0,30.0,unknown,Yes
461,50.0,unknown,50000.0,40.0,Pune,unknown
463,35.0,unknown,20000.0,40.0,unknown,Yes
465,35.0,Female,50000.0,10.0,Mumbai,unknown
466,35.0,Male,70000.0,50.0,unknown,No
467,35.0,Male,70000.0,30.0,Pune,No
468,25.0,Male,50000.0,20.0,unknown,Yes
469,30.0,Male,30000.0,30.0,Pune,Yes
471,50.0,Female,50000.0,30.0,unknown,unknown
472,35.0,Female,50000.0,40.0,unknown,unknown
473,35.0,Male,30000.0,50.0,Pune,No
474,40.0,Female,70000.0,50.0,Mumbai,No
476,35.0,Female,70000.0,50.0,unknown,Yes
479,40.0,Female,20000.0,40.0,unknown,Yes
480,35.0,Male,50000.0,20.0,Delhi,No
481,35.0,Male,30000.0,30.0,Ahmedabad,No
482,35.0,Male,20000.0,20.0,Mumbai,Yes
483,40.0,Male,50000.0,30.0,Mumbai,No
484,35.0,Male,30000.0,30.0,Mumbai,unknown
485,35.0,Male,70000.0,50.0,Ahmedabad,unknown
487,18.0,Male,30000.0,30.0,Pune,Yes
488,30.0,unknown,50000.0,30.0,unknown,No
489,35.0,Male,30000.0,40.0,Delhi,No
490,25.0,Male,30000.0,20.0,Pune,No
492,50.0,Female,50000.0,30.0,unknown,unknown
493,35.0,Female,50000.0,50.0,Ahmedabad,No
494,50.0,Female,50000.0,50.0,unknown,No
495,40.0,unknown,30000.0,30.0,Ahmedabad,Yes
500,30.0,Female,50000.0,40.0,Delhi,unknown
