Customer_ID,Age,Gender,Annual_Income,Spending_Score,City,Purchased
61,35,M,20000,40,,Yes
62,45,Female,999999,50,Mumbai,No
63,25,Female,70000,120,Ahmedabad,Y
64,-5,male,999999,,Mumbai,No
65,25,male,30000,50,Mumbai,
66,-5,male,30000,30,Pune,Yes
67,35,,,50,Delhi,Y
68,,M,50000,,Ahmedabad,Yes
69,50,male,30000,20,,Y
70,150,Male,20000,30,,
71,,,999999,20,Mumbai,Yes
72,40,F,999999,10,Pune,N
73,25,Male,,20,Pune,Y
74,40,Male,70000,10,,N
75,,male,,10,Ahmedabad,Yes
76,-5,F,70000,20,Delhi,N
77,150,F,,30,Ahmedabad,N
78,150,,,,,Yes
79,18,F,,50,,
80,150,M,70000,50,Delhi,N
81,50,male,70000,,,N
82,150,F,,120,Delhi,
83,,,30000,120,Pune,N
84,18,M,50000,10,,N
85,,Female,50000,10,Mumbai,N
86,,Female,50000,30,Mumbai,No
87,30,M,70000,40,,
88,18,,70000,20,Pune,N
89,,M,30000,10,Ahmedabad,
90,30,male,50000,50,Pune,Y
91,30,male,50000,30,Mumbai,Y
92,18,Female,,20,Mumbai,N
93,40,F,70000,30,,
94,-5,,50000,20,Pune,
95,50,Female,999999,20,Pune,
96,-5,F,30000,,Mumbai,No
97,150,F,999999,10,Ahmedabad,Y
98,50,male,999999,30,,
99,150,Male,30000,30,,
100,,Male,999999,,Pune,No
101,25,M,50000,50,,No
102,18,male,70000,50,Mumbai,
103,50,F,30000,120,Mumbai,Yes
104,50,,,10,Pune,
105,,Male,999999,10,Pune,
106,40,F,30000,40,,No
107,30,Male,20000,,Pune,No
108,,Male,20000,50,Ahmedabad,
109,45,Male,70000,20,,
110,30,,50000,30,Pune,
111,18,male,70000,10,Delhi,No
112,30,,70000,30,,
113,40,Female,70000,30,Delhi,
114,30,F,70000,40,Mumbai,N
115,18,male,,50,,Yes
116,40,male,,10,Pune,Y
117,-5,male,30000,30,Delhi,Yes
118,50,male,20000,10,,N
119,50,,70000,20,Mumbai,Y
120,150,male,30000,40,Ahmedabad,
121,-5,M,20000,20,,N
122,-5,F,999999,10,,
123,30,male,50000,120,,No
124,50,F,,10,Ahmedabad,N
125,18,M,999999,50,,No
126,35,M,20000,30,Mumbai,N
127,35,F,999999,30,Mumbai,N
128,40,Male,50000,20,Ahmedabad,No
129,50,Female,20000,40,,Y
130,50,Male,999999,120,Pune,Yes
131,35,Male,,,Delhi,
132,50,,,30,Pune,N
133,30,Male,30000,50,,
134,45,male,999999,20,Delhi,No
135,25,,70000,20,Ahmedabad,
136,-5,,999999,,Ahmedabad,No
137,150,M,20000,50,,
138,40,Male,20000,40,Delhi,Yes
139,45,M,999999,50,Mumbai,Yes
140,35,F,50000,40,Delhi,Yes
141,-5,Female,,50,,Yes
142,50,,20000,50,Mumbai,Yes
143,150,F,,10,Ahmedabad,Yes
144,50,F,20000,20,Delhi,No
145,18,male,30000,50,Pune,N
146,18,Female,70000,,,
147,150,F,20000,50,Pune,Yes
148,150,F,,30,,No
149,35,Female,30000,20,,No
150,150,Female,20000,30,Pune,No
151,30,F,50000,20,Delhi,N
152,50,Female,70000,30,Delhi,
153,45,F,20000,50,Pune,N
154,,F,30000,50,Delhi,Y
155,150,male,50000,10,,No
156,40,Male,999999,,Mumbai,Y
157,18,F,30000,30,,Yes
158,30,M,30000,40,,Yes
159,-5,,50000,10,,N
160,,Male,30000,30,,
161,45,Male,50000,30,Delhi,Y
162,,Male,20000,10,Mumbai,
163,150,male,50000,50,Delhi,N
164,35,F,50000,30,Ahmedabad,Yes
165,18,male,70000,50,Delhi,
166,18,F,50000,10,,
167,-5,male,50000,50,Delhi,Yes
168,35,male,999999,20,Delhi,Y
169,50,,20000,40,Mumbai,Yes
170,25,M,70000,120,Delhi,
171,30,male,999999,30,Mumbai,Y
172,18,,,,Pune,Y
173,40,Female,20000,40,Ahmedabad,Yes
174,18,M,20000,120,Mumbai,
175,,male,,50,,N
176,18,Male,50000,30,Pune,
177,18,Female,999999,50,Mumbai,No
178,25,Female,30000,20,Mumbai,N
179,25,,70000,10,Ahmedabad,Y
180,45,Female,30000,30,,N
181,50,M,,120,,Y
182,40,male,20000,120,,Y
183,18,male,20000,20,Mumbai,N
184,18,Male,70000,20,Delhi,Y
185,30,,20000,30,,Y
186,25,Male,20000,50,Pune,No
187,40,Female,70000,,Delhi,
188,-5,Male,999999,120,Delhi,
189,45,M,999999,120,,No
190,50,male,70000,20,Mumbai,N
191,35,Female,,40,Mumbai,Yes
192,50,Male,20000,20,Mumbai,Yes
193,,,20000,,Mumbai,Yes
194,18,M,,50,,No
195,45,M,999999,50,Mumbai,No
196,,Male,50000,40,,Y
197,40,male,50000,120,,Yes
198,35,Male,50000,20,Mumbai,N
199,25,Female,999999,50,Ahmedabad,N
200,45,Male,999999,,Pune,Yes
201,45,M,,30,Delhi,Yes
202,18,Male,20000,10,,Yes
203,150,male,,10,,No
204,45,,,10,,No
205,30,F,999999,120,Pune,No
206,35,Male,50000,20,,
207,35,male,30000,40,Ahmedabad,N
208,30,male,20000,50,,N
209,-5,,999999,30,Delhi,Y
210,30,M,50000,,Delhi,No
211,30,male,30000,30,,
212,35,male,30000,,Mumbai,
213,50,male,999999,120,Ahmedabad,N
214,35,male,70000,20,,No
215,150,Female,20000,10,Ahmedabad,Y
216,18,Female,30000,20,Mumbai,No
217,,M,999999,120,,Yes
218,50,Male,999999,40,,No
219,25,male,50000,40,Mumbai,Yes
220,,,70000,120,,Yes
221,18,Male,20000,,Mumbai,Y
222,150,,,50,Pune,N
223,150,Male,50000,50,Delhi,No
224,25,M,30000,,,Yes
225,50,male,30000,40,Ahmedabad,No
226,-5,male,50000,40,Pune,N
227,30,F,999999,40,,N
228,50,,30000,20,Mumbai,
229,-5,Male,70000,40,Mumbai,N
230,150,Male,20000,30,Mumbai,Y
231,35,Female,70000,10,Mumbai,Yes
232,18,F,30000,40,Ahmedabad,
233,25,Female,,,Pune,Y
234,18,Female,20000,10,,No
235,40,Female,20000,20,Delhi,Yes
236,40,,50000,,Ahmedabad,N
237,50,,50000,10,Ahmedabad,Yes
238,150,M,,,,No
239,150,M,999999,20,,
240,30,Female,20000,30,Delhi,
241,30,F,,20,Delhi,
242,30,Male,50000,20,,N
243,35,,50000,,Mumbai,Y
244,,F,20000,120,Ahmedabad,Y
245,45,male,70000,50,,Yes
246,,,30000,40,Delhi,N
247,18,,50000,40,Delhi,
248,,M,999999,30,,
249,35,Male,999999,30,Pune,No
250,18,Male,50000,40,,No
251,,male,70000,50,,
252,35,male,70000,40,Delhi,
253,45,,,120,Mumbai,N
254,,Female,999999,50,Pune,Y
255,35,M,,30,,No
256,30,M,999999,10,Delhi,Y
257,150,,30000,,,N
258,30,F,30000,120,Pune,
259,150,Female,20000,120,Pune,Y
260,25,,,30,Ahmedabad,
261,25,Female,50000,30,,
262,25,Female,,20,,Yes
263,45,Female,50000,120,Delhi,Y
264,30,,70000,20,Pune,Y
265,150,M,,20,Ahmedabad,
266,35,M,70000,,Ahmedabad,N
267,18,Female,30000,20,,Yes
268,35,F,30000,50,,
269,18,Male,20000,40,Ahmedabad,No
270,40,,,10,,No
271,35,Male,70000,30,Pune,Yes
272,,F,50000,50,Mumbai,N
273,,,30000,10,Pune,
274,50,Female,30000,120,Ahmedabad,Y
275,30,M,50000,120,Ahmedabad,Yes
276,18,Male,70000,120,Pune,N
277,18,male,70000,50,,Y
278,30,male,,50,,No
279,45,F,,30,,No
280,50,Female,999999,40,Ahmedabad,Y
281,45,Male,999999,20,Delhi,Yes
282,45,Female,20000,120,,No
283,45,Male,30000,,,
284,30,F,,40,Pune,Y
285,45,F,70000,,,Y
286,,male,50000,30,Pune,No
287,25,Female,70000,30,,Yes
288,40,,30000,30,Ahmedabad,
289,18,male,999999,10,,Yes
290,18,Female,70000,,Pune,N
291,40,male,20000,40,Ahmedabad,N
292,30,,30000,40,Delhi,No
293,35,M,999999,50,Pune,No
294,30,M,50000,50,,No
295,18,M,999999,120,Delhi,N
296,18,M,20000,50,Delhi,Yes
297,40,Male,30000,30,Mumbai,Yes
298,45,M,50000,40,,No
299,30,,20000,,Pune,
300,150,F,999999,30,Delhi,Yes
301,40,F,20000,10,Mumbai,N
302,,Male,30000,50,,Y
303,18,M,,30,Ahmedabad,Y
304,40,M,20000,30,Pune,Y
305,30,M,20000,10,Delhi,
306,18,male,999999,20,,No
307,35,Female,999999,40,Mumbai,N
308,40,male,50000,,Delhi,
309,50,Female,999999,120,,N
310,18,M,70000,20,Delhi,N
311,30,M,30000,50,Pune,No
312,25,male,30000,30,Pune,Y
313,150,male,,10,Pune,No
314,-5,Female,,10,,
315,45,F,30000,40,,
316,-5,Female,,20,Mumbai,
317,30,male,50000,120,Pune,No
318,,,999999,40,,N
319,,male,30000,30,Delhi,N
320,25,,,40,Ahmedabad,Yes
321,45,Male,30000,,,
322,50,male,70000,10,,N
323,25,Male,20000,10,,Yes
324,-5,F,999999,50,,N
325,25,Female,30000,50,,
326,-5,,20000,120,Pune,Y
327,18,Female,,30,Mumbai,
328,,Male,20000,,Delhi,No
329,18,,999999,20,Mumbai,N
330,150,Female,30000,40,Delhi,N
331,45,male,70000,120,Delhi,No
332,50,M,,30,Mumbai,No
333,-5,Male,30000,50,,Y
334,50,Female,999999,40,Delhi,N
335,-5,Male,,50,Mumbai,N
336,30,Male,50000,40,Delhi,Y
337,25,,20000,20,Ahmedabad,Yes
338,150,,999999,30,,Y
339,,M,50000,40,Pune,
340,-5,male,30000,,Delhi,N
341,50,Male,70000,120,Ahmedabad,No
342,150,Female,,10,Pune,
343,35,F,20000,,Pune,N
344,35,Male,,,Delhi,Y
345,18,Male,30000,120,Mumbai,
346,,M,,10,Delhi,N
347,30,male,20000,,Ahmedabad,Yes
348,50,F,30000,40,Pune,Yes
349,25,,,40,Delhi,No
350,25,,70000,40,Mumbai,N
351,50,Female,999999,10,Delhi,Yes
352,45,F,30000,,,Y
353,30,,999999,10,Mumbai,N
354,150,Female,30000,40,Ahmedabad,Y
355,-5,male,70000,120,Pune,Y
356,45,Female,999999,,Delhi,Yes
357,-5,,50000,,Mumbai,N
358,-5,M,20000,50,,
359,45,M,50000,50,Mumbai,Yes
360,18,M,,20,,Yes
361,35,,70000,30,,N
362,-5,M,50000,50,Ahmedabad,N
363,45,F,30000,10,Pune,Y
364,45,male,,50,Ahmedabad,N
365,40,Female,,20,Delhi,Y
366,18,Female,50000,,Mumbai,Yes
367,,,50000,20,,No
368,40,M,70000,,,
369,40,M,20000,120,,Yes
370,50,Male,50000,120,Mumbai,N
371,35,male,50000,,,
372,45,F,999999,30,Mumbai,No
373,35,Female,30000,50,Delhi,No
374,30,Male,999999,10,Ahmedabad,Y
375,50,Male,999999,10,,
376,,,,40,Delhi,Y
377,35,Female,20000,,Ahmedabad,Yes
378,25,,30000,10,Delhi,
379,-5,F,70000,30,,Yes
380,30,Male,70000,,,Y
381,18,Male,50000,30,Mumbai,
382,,male,50000,10,Mumbai,Y
383,30,F,70000,10,Ahmedabad,
384,-5,Male,50000,40,Pune,Y
385,50,F,20000,10,,No
386,-5,Female,999999,,Ahmedabad,Y
387,40,M,50000,120,Pune,No
388,-5,Male,,,Delhi,Y
389,40,male,50000,,,
390,50,Female,30000,40,Delhi,
391,150,F,20000,40,,
392,40,,30000,10,,N
393,18,Female,30000,20,Pune,Yes
394,-5,Male,,20,,
395,-5,F,20000,40,Mumbai,No
396,18,M,20000,10,Pune,
397,25,Female,20000,20,Ahmedabad,N
398,45,Male,20000,10,Mumbai,No
399,150,male,20000,10,Mumbai,N
400,,,,10,Ahmedabad,No
401,40,F,50000,50,,Y
402,18,Female,30000,,Mumbai,Yes
403,50,Female,20000,10,Pune,Yes
404,40,M,50000,50,,N
405,45,M,50000,40,Mumbai,Yes
406,50,male,30000,20,Pune,N
407,30,,,,Delhi,N
408,-5,male,70000,120,Pune,N
409,30,Male,70000,20,,Yes
410,40,Male,50000,,Pune,N
411,45,male,999999,120,Ahmedabad,Yes
412,150,,999999,20,,N
413,40,male,30000,,,
414,18,,70000,20,Delhi,N
415,35,,50000,20,Ahmedabad,No
416,40,F,,120,,N
417,-5,,70000,20,Pune,Y
418,-5,M,50000,20,,N
419,40,,50000,120,Delhi,No
420,50,,20000,40,Ahmedabad,No
421,35,,,10,,Yes
422,18,Male,20000,30,,
423,40,M,30000,50,Delhi,N
424,50,M,20000,30,Pune,Yes
425,-5,male,20000,30,Delhi,
426,-5,F,70000,,,N
427,45,,999999,10,Mumbai,Y
428,40,Female,50000,,Ahmedabad,N
429,35,F,,10,Delhi,No
430,25,F,20000,120,,No
431,35,M,,120,Pune,Y
432,-5,F,999999,10,,Yes
433,-5,,999999,20,Pune,
434,30,,20000,40,Delhi,N
435,-5,Male,30000,20,Pune,No
436,18,,20000,40,,Yes
437,,,70000,,,Y
438,40,M,50000,40,,No
439,35,,30000,,Mumbai,Y
440,,Male,20000,120,Delhi,N
441,50,Female,,30,,
442,25,M,30000,120,,No
443,18,Female,30000,120,Mumbai,No
444,35,M,20000,30,Pune,N
445,,male,30000,40,Mumbai,Yes
446,25,F,,40,Pune,
447,30,male,999999,,Pune,No
448,18,,30000,20,Ahmedabad,
449,18,Female,999999,,,No
450,30,,,20,,
451,40,F,20000,120,Pune,Y
452,30,M,50000,30,Ahmedabad,No
453,18,F,30000,120,,
454,18,Male,50000,10,,Yes
455,,F,,40,Pune,Y
456,-5,Male,30000,20,Pune,Y
457,25,F,999999,,Mumbai,Yes
458,30,Male,70000,30,Mumbai,
459,25,Female,50000,20,,N
460,30,,30000,,,Yes
461,50,,50000,40,Pune,
462,18,male,30000,120,,Yes
463,-5,,20000,40,,Yes
464,,M,999999,50,Delhi,No
465,-5,F,50000,10,Mumbai,
466,-5,male,70000,50,,N
467,-5,M,70000,30,Pune,No
468,25,M,,20,,Yes
469,30,Male,30000,30,Pune,Yes
470,150,,50000,120,Delhi,Yes
471,50,Female,,,,
472,35,Female,50000,40,,
473,-5,male,30000,50,Pune,No
474,40,Female,70000,50,Mumbai,N
475,25,F,20000,120,Delhi,No
476,,Female,70000,50,,Y
477,35,male,,120,Delhi,Yes
478,150,Female,999999,30,Mumbai,Yes
479,40,F,20000,40,,Yes
480,150,Male,,20,Delhi,No
481,35,male,30000,,Ahmedabad,No
482,-5,Male,20000,20,Mumbai,Yes
483,40,Male,,30,Mumbai,No
484,150,Male,30000,,Mumbai,
485,,M,70000,50,Ahmedabad,
486,30,,999999,10,Ahmedabad,No
487,18,M,30000,30,Pune,Yes
488,30,,50000,30,,No
489,35,Male,30000,40,Delhi,No
490,25,male,30000,20,Pune,No
491,18,,999999,30,Delhi,Y
492,50,F,50000,30,,
493,,F,,50,Ahmedabad,N
494,50,Female,,50,,N
495,40,,30000,,Ahmedabad,Y
496,18,male,50000,120,,No
497,50,M,50000,120,Pune,Y
498,50,Male,999999,10,,Y
499,150,Female,70000,120,Pune,Yes
500,30,F,,40,Delhi,
